,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_hourly_night_rate,average_hourly_day_rate,average_hourly_intl_rate,average_hourly_eve_rate,total_minutes,state,international plan,voice mail plan,churn
3229,IL,117,no,no,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,22.223618090452263,5.882867132867133,3.6966824644549763,11.761772853185596,598.9000000000001,IL,no,no,False
360,CO,159,yes,no,0,257.1,53,43.71,312.2,127,26.54,183.0,82,8.24,8.8,6,2.38,1,22.20873786407767,5.881949210706932,3.6974789915966393,11.763376036171817,761.1,CO,yes,no,True
100,IA,98,no,yes,21,161.2,114,27.4,252.2,83,21.44,160.2,92,7.21,4.4,8,1.19,4,22.219140083217752,5.883211678832117,3.6974789915966393,11.763059701492535,578.0,IA,no,yes,False
2933,IL,98,yes,no,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,22.21879815100154,5.881916078722615,3.68421052631579,11.765157329240216,611.3000000000001,IL,yes,no,False
554,NM,65,no,no,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,22.213967310549776,5.8821202531645564,3.702623906705539,11.762034514078112,569.9,NM,no,no,False
1985,MT,101,no,yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,22.23456790123457,5.883226125680356,3.710407239819004,11.761978361669243,535.5,MT,no,yes,False
1878,KY,39,no,no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,22.217391304347828,5.882118677817602,3.6977491961414795,11.763811454637608,743.4,KY,no,no,True
260,MN,24,no,yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,22.23076923076923,5.882982518729932,3.701657458563536,11.765036537380553,612.1,MN,no,yes,False
3150,MT,34,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,22.224694104560623,5.8812111801242235,3.702422145328719,11.764427625354777,610.7,MT,no,yes,False
2549,IL,79,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,22.212962962962962,5.8806818181818175,3.7004405286343616,11.764922623434046,671.0999999999999,IL,yes,no,False
2913,CA,185,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,22.236286919831223,5.882848714707121,3.6986301369863015,11.763046544428773,558.7,CA,no,no,False
2656,OH,69,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,22.212041884816752,5.88235294117647,3.7083333333333335,11.76443838108231,664.3,OH,no,no,False
2024,SC,159,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,22.217630853994493,5.882803523554194,3.7058823529411766,11.762472885032537,544.4,SC,no,yes,False
2425,KY,55,no,yes,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,22.21563981042654,5.882681564245811,3.706896551724138,11.764004767580452,498.80000000000007,KY,no,yes,False
1219,KS,36,no,no,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,22.22222222222222,5.882740447957839,3.7074829931972793,11.76697956929873,600.6,KS,no,no,False
2671,SC,152,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,22.211350293542072,5.881121808287986,3.6964980544747084,11.763224181360203,563.8,SC,no,no,False
1373,SC,108,no,no,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,22.22340425531915,5.882352941176471,3.6936936936936933,11.767922235722963,518.7,SC,no,no,True
2759,IN,130,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,22.22570532915361,5.88295165394402,3.7058823529411766,11.7671809256662,437.8,IN,no,no,False
3081,NY,204,no,no,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,22.216624685138537,5.882551468106649,3.710691823899371,11.763888888888888,610.7,NY,no,no,False
3017,AL,141,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,22.21638655462185,5.881782945736434,3.7037037037037033,11.763819095477388,694.4,AL,no,no,False
2139,VA,92,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,22.217017954722873,5.882490090930287,3.7037037037037033,11.761363636363635,755.9000000000001,VA,yes,no,True
2585,NJ,96,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,22.21757322175732,5.882352941176471,3.6981132075471703,11.76628971459343,590.7,NJ,no,no,False
458,DC,11,no,yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,22.231812577065355,5.882716049382716,3.7037037037037033,11.763762693746658,597.0,DC,no,yes,False
464,ND,105,no,yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,22.218597063621534,5.88145896656535,3.695652173913044,11.762820512820513,694.5999999999999,ND,no,yes,False
2474,TX,80,no,yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,22.219419924337956,5.882000598981731,3.7051792828685266,11.760563380281692,532.2,TX,no,yes,False
932,OK,74,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,22.236842105263158,5.882007631347227,3.7037037037037033,11.76560121765601,671.7,OK,no,no,False
2015,NE,64,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,22.23583460949464,5.882749326145552,3.699731903485255,11.76330420969023,569.0,NE,no,no,False
1845,NC,80,yes,no,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,22.213047068538398,5.881804043545879,3.7066666666666666,11.765946230890881,695.2,NC,yes,no,True
1565,CT,123,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,22.21724524076148,5.882084095063985,3.6986301369863015,11.76,455.5,CT,no,no,False
383,IN,117,yes,yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,22.226600985221673,5.88235294117647,3.7,11.764491432737877,748.0,IN,yes,yes,False
3107,GA,73,no,no,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,22.222898903775878,5.882792086599477,3.6991869918699187,11.761565836298933,729.9000000000001,GA,no,no,False
1386,SD,20,no,yes,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,22.228187919463085,5.881344307270234,3.6979166666666665,11.767870868562644,497.30000000000007,SD,no,yes,False
2016,RI,80,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,22.230576441102755,5.882011043301366,3.7096774193548385,11.763110307414104,649.2,RI,no,no,False
935,MD,86,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,22.226086956521737,5.882505848713284,3.7037037037037037,11.761603375527425,717.9,MD,no,no,False
1003,OK,52,no,yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,22.22222222222222,5.882557331480195,3.710407239819004,11.765625,575.4,OK,no,yes,False
2299,MN,100,no,yes,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,22.226066897347174,5.882196869196073,3.7037037037037033,11.763826606875934,658.5,MN,no,yes,False
1111,MO,55,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,22.231182795698924,5.88235294117647,3.7012987012987013,11.76762661370407,572.7,MO,no,no,False
3098,GA,93,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,22.21476510067114,5.881389252948886,3.7037037037037033,11.765787860208462,548.9,GA,no,no,False
666,OR,120,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,22.225475841874086,5.88235294117647,3.7065637065637067,11.761942051683633,563.6,OR,no,no,False
59,OK,125,no,no,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1,22.21830985915493,5.882503848127246,3.7037037037037033,11.76392572944297,608.0,OK,no,no,False
1365,UT,162,no,no,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,22.22906403940887,5.881415364998406,3.7060702875399363,11.764705882352942,600.6,UT,no,no,False
3020,ND,127,no,yes,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,22.223796033994336,5.88235294117647,3.6981132075471703,11.763745236799128,564.8,ND,no,yes,False
2765,MS,120,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,22.22099447513812,5.882090218847699,3.702422145328719,11.767676767676768,506.5999999999999,MS,no,no,False
3331,CT,184,yes,no,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,22.236421725239616,5.8817056396148555,3.7037037037037033,11.761238025055269,517.6,CT,yes,no,False
1747,KS,120,no,no,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,22.22381635581062,5.882352941176471,3.7037037037037033,11.761194029850746,519.9,KS,no,no,False
2621,MO,84,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,22.22972972972973,5.881519274376417,3.6945812807881775,11.761263897015798,580.5,MO,no,yes,False
2544,MT,160,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,22.219321148825067,5.880579010856454,3.7078651685393256,11.763931548924969,634.1,MT,no,no,False
1662,AL,197,yes,no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,22.209450830140486,5.882624768946395,3.702702702702702,11.761904761904763,537.2,AL,yes,no,True
2401,NY,126,yes,no,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,22.215496368038743,5.882208588957055,3.7012987012987013,11.766917293233082,716.3,NY,yes,no,True
661,SD,65,no,yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,22.216748768472904,5.882475515732445,3.7037037037037033,11.764705882352942,671.8,SD,no,yes,False
3023,MT,103,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,22.239185750636132,5.8807876530069185,3.7066666666666666,11.76171654432524,420.1,MT,no,yes,True
850,WA,166,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,22.231255645889792,5.882479090714132,3.7074829931972793,11.755555555555555,584.1999999999999,WA,no,no,False
545,RI,95,no,yes,27,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,11.9,3,3.21,1,22.22222222222222,5.881017257039056,3.707165109034268,11.762759924385634,658.3,RI,no,yes,False
2685,OR,64,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,22.22222222222222,5.881542699724518,3.700787401574803,11.76553672316384,516.2,OR,no,no,False
2003,OR,33,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,22.210526315789473,5.882716049382716,3.7037037037037037,11.768558951965064,555.2,OR,yes,no,False
3291,MI,119,yes,yes,22,172.1,119,29.26,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,22.22222222222222,5.88174982911825,3.7066666666666666,11.762230405049973,559.6,MI,yes,yes,True
2131,OH,52,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,22.228070175438596,5.881622516556291,3.7037037037037033,11.761121267519805,599.5,OH,no,yes,False
1086,NJ,113,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,22.220216606498195,5.881567230632235,3.7096774193548385,11.763307984790876,632.6999999999999,NJ,no,no,False
1062,RI,190,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,22.220812182741117,5.882056451612903,3.707865168539326,11.766129032258064,447.6,RI,no,yes,False
1976,NV,177,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,22.229102167182663,5.882954255047277,3.701067615658363,11.763647270545889,652.1,NV,no,yes,False
2686,NV,92,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,22.216142270861834,5.882352941176471,3.7037037037037033,11.762943945228924,599.3,NV,no,yes,False
1832,WY,68,no,no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,22.215088282504013,5.881998795906081,3.7009803921568625,11.763727121464225,561.0,WY,no,no,False
1672,VT,95,no,no,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,22.20795892169448,5.882012724117987,3.702702702702702,11.765526866713188,558.6999999999999,VT,no,no,False
2531,RI,180,no,no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,22.21954161640531,5.8825944170771765,3.6996336996336994,11.766623207301173,518.1,RI,no,no,False
2669,WV,145,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,22.225841476655805,5.881818181818182,3.666666666666667,11.763959390862945,520.6,WV,no,no,False
3274,IN,65,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8.0,5,2.16,1,22.23008849557522,5.882186349476068,3.7037037037037033,11.763115197404003,558.8,IN,no,no,False
1733,WA,130,no,no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,22.217068645640076,5.882631329862755,3.68421052631579,11.764450239026509,638.0,WA,no,no,False
2075,ID,73,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,22.22098214285714,5.883051350549125,3.6974789915966393,11.768189509306259,545.1999999999999,ID,no,yes,False
2371,IL,100,no,no,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,22.214052287581698,5.882893930104231,3.706720977596741,11.762295081967215,682.9,IL,no,no,False
2346,LA,114,no,no,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,22.2234762979684,5.883171070931849,3.7096774193548385,11.766091051805338,520.6,LA,no,no,False
1782,PA,88,no,no,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,22.22047244094488,5.8829873281207865,3.7037037037037033,11.76511466296039,536.5999999999999,PA,no,no,False
1121,MI,91,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,22.212962962962962,5.881904761904762,3.70253164556962,11.761006289308176,574.3,MI,no,no,True
238,WY,215,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,22.215686274509803,5.883180858550316,3.702422145328719,11.76070038910506,441.79999999999995,WY,no,no,False
3175,MD,51,no,yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,22.220216606498195,5.882227891156463,3.705357142857143,11.767764298093589,734.8999999999999,MD,no,yes,False
1234,IA,86,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,22.21264367816092,5.882626921285515,3.6981132075471703,11.763066202090593,459.5,IA,no,no,False
2179,NM,54,no,yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,22.21476510067114,5.882727852135118,3.7060702875399363,11.767215112736135,396.29999999999995,NM,no,yes,False
2282,CO,140,no,no,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,22.21318879855465,5.8821218074656185,3.7058823529411766,11.766334440753047,620.7,CO,no,no,False
163,MI,62,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,22.215962441314552,5.8834027364663894,3.708206686930091,11.763683753258038,483.1,MI,no,no,False
1280,NC,58,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,22.22316865417376,5.883586785527005,3.7066666666666666,11.762065095398428,596.5999999999999,NC,no,no,True
253,MI,86,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,22.223264540337713,5.88235294117647,3.6964980544747084,11.76470588235294,595.4,MI,no,yes,False
1230,WI,91,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,22.231800766283527,5.882829373650108,3.7062937062937062,11.763803680981596,690.7,WI,no,no,False
1922,GA,71,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,22.216808769792934,5.8820851354427495,3.7022900763358773,11.76252319109462,577.3,GA,no,no,False
936,NE,91,no,yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,22.2275641025641,5.882566147154766,3.7096774193548385,11.76559356136821,682.8,NE,no,yes,False
1410,NH,133,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,22.21843003412969,5.881712626995646,3.708206686930091,11.763727121464225,646.8,NH,no,no,False
2657,CT,116,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,22.22689075630252,5.882775119617225,3.7083333333333335,11.763841254287113,653.6,CT,no,no,False
3127,MT,100,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,22.2265625,5.882658359293873,3.70253164556962,11.765755053507728,607.4,MT,no,no,True
2543,WA,120,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,22.233796296296294,5.8817116380485155,3.7096774193548385,11.765676567656765,700.0,WA,no,yes,False
2874,WY,134,no,no,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,22.214221422142217,5.88235294117647,3.704819277108434,11.767151767151768,781.4999999999999,WY,no,no,True
2392,WY,90,no,no,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1,22.216014897579143,5.881801125703565,3.7037037037037033,11.766506340183648,644.1,WY,no,no,False
1677,KS,123,no,no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,22.21928665785997,5.881716552470248,3.7037037037037033,11.764150943396228,589.6999999999999,KS,no,no,False
2663,VA,172,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,22.228474957794035,5.8815379286456535,3.702623906705539,11.767352185089974,760.6,VA,no,no,False
2902,AK,61,no,yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,22.226027397260278,5.882078769517595,3.7037037037037033,11.766917293233083,709.8,AK,no,yes,False
681,WV,107,no,no,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,22.230902777777782,5.881509794553272,3.7051792828685266,11.76820208023774,546.9000000000001,WV,no,no,False
41,MD,135,yes,yes,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,22.21818181818182,5.881753312945973,3.7055837563451774,11.765724177726486,513.8000000000001,MD,yes,yes,True
1131,AL,100,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,22.2248243559719,5.882633587786259,3.7037037037037037,11.763727121464226,590.8,AL,no,yes,False
1436,MI,83,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,22.229617304492514,5.882047285009093,3.6986301369863015,11.764411027568922,605.5,MI,no,yes,False
1667,UT,78,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,22.22984562607204,5.881815412732257,3.709090909090909,11.7634996582365,505.0,UT,no,no,False
244,VA,108,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,22.22291797119599,5.881481481481481,3.7007874015748032,11.766256590509666,830.5999999999999,VA,no,no,True
1562,CA,37,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,22.216274089935762,5.8818097876269615,3.706896551724138,11.766848816029142,540.7,CA,no,no,False
3128,AL,16,no,no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,22.208955223880597,5.882994186046512,3.709090909090909,11.763803680981596,551.0,AL,no,no,False
2682,DC,55,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,22.211981566820278,5.881374722838137,3.706896551724138,11.761904761904763,338.9,DC,yes,no,False
262,NM,117,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,22.232893157262904,5.8825944170771765,3.6977491961414795,11.765033407572384,551.3,NM,no,no,False
2545,PA,141,no,no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,22.213953488372095,5.881172219991971,3.710407239819004,11.765927977839336,563.4,PA,no,no,False
839,DC,88,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,22.231404958677686,5.881564844587353,3.701149425287357,11.763771186440678,646.0,DC,no,yes,False
2576,ME,57,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,22.220039292730846,5.881995133819951,3.6999999999999997,11.762315896394108,662.3000000000001,ME,no,yes,False
1501,AZ,72,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,22.21556886227545,5.882098898725976,3.702623906705539,11.766630316248637,578.5,AZ,no,no,False
1752,NY,181,yes,no,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,22.222222222222225,5.88256746900073,3.700787401574803,11.769157994323557,561.8000000000001,NY,yes,no,True
1554,ID,169,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,22.22334004024145,5.882206139256301,3.7047353760445687,11.761168384879724,606.8000000000001,ID,no,no,False
341,MN,101,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,22.21324717285945,5.882917466410748,3.6986301369863015,11.76551724137931,725.6,MN,no,no,False
1300,IA,46,no,no,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,22.21518987341772,5.883047844063792,3.709090909090909,11.767473118279568,595.0999999999999,IA,no,no,False
753,TX,90,no,no,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,22.211404728789983,5.882984433709072,3.7037037037037033,11.760683760683762,417.9,TX,no,no,False
2430,MD,120,no,yes,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,22.21357063403782,5.881542699724517,3.705463182897862,11.767220902612825,591.0999999999999,MD,no,yes,False
482,MD,74,no,no,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,22.227979274611396,5.882130714015867,3.6986301369863015,11.768292682926829,594.9,MD,no,no,False
3270,NH,60,no,no,0,180.3,67,30.65,208.0,68,17.68,181.2,101,8.15,12.8,6,3.46,2,22.233128834355824,5.882544861337684,3.6994219653179194,11.764705882352942,582.3,NH,no,no,False
1665,FL,106,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,22.23076923076923,5.882002383790226,3.704819277108434,11.763584366062917,448.70000000000005,FL,no,yes,False
2740,HI,171,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,22.221261884183235,5.881623799194298,3.705035971223022,11.768292682926829,630.9000000000001,HI,no,no,False
788,AL,90,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,22.209302325581394,5.88283602518478,3.699059561128527,11.768231768231768,478.20000000000005,AL,no,no,False
3178,LA,91,no,no,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,22.227891156462583,5.881444890398271,3.699731903485255,11.763022323983973,540.5,LA,no,no,False
2187,WA,167,no,no,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,22.227926078028748,5.883171070931849,3.701492537313433,11.76510522742702,571.4,WA,no,no,True
2679,WY,145,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,22.21434898139947,5.882654368434538,3.7078651685393256,11.76320272572402,621.8,WY,no,no,False
3185,WV,73,no,no,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,22.212643678160923,5.88249694002448,3.707165109034268,11.766835626357711,646.6,WV,no,no,False
