,state,account length,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,average_night_rate_by_min,average_day_rate_by_min,average_intl_rate_by_min,average_eve_rate_by_min,total_minutes,churn
3150,MT,34,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,0.04499499499499499,0.17003300330033005,0.27009345794392525,0.08500201045436269,610.7,False
2549,IL,79,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,0.045018757815756566,0.17004830917874397,0.2702380952380952,0.08499843407453805,671.0999999999999,False
2913,CA,185,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,0.04497153700189754,0.16998567335243553,0.27037037037037037,0.08501199040767386,558.7,False
2656,OH,69,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0.045020624631703005,0.17,0.2696629213483146,0.0850019327406262,664.3,False
2024,SC,159,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,0.045009299442033475,0.16998697916666666,0.2698412698412698,0.08501613646841863,544.4,False
2425,KY,55,no,yes,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,0.04501333333333333,0.16999050332383664,0.2697674418604651,0.08500506585612969,498.80000000000007,False
1219,KS,36,no,no,0,178.6,83,30.36,213.1,103,18.11,198.0,119,8.91,10.9,5,2.94,1,0.045,0.16998880179171333,0.2697247706422018,0.08498357578601595,600.6,False
2671,SC,152,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,0.045022026431718064,0.17003558718861211,0.27052631578947367,0.08501070663811564,563.8,False
1373,SC,108,no,no,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,0.044997606510292006,0.16999999999999998,0.27073170731707324,0.08497676819824472,518.7,True
2759,IN,130,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,0.04499294781382228,0.1699826989619377,0.2698412698412698,0.08498212157330154,437.8,False
3081,NY,204,no,no,0,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,0.04501133786848072,0.1699942627653471,0.2694915254237288,0.08500590318772137,610.7,False
3017,AL,141,no,no,0,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,0.04501182033096927,0.1700164744645799,0.27,0.08500640751815464,694.4,False
2139,VA,92,yes,no,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,0.04501054111033029,0.16999603646452635,0.27,0.08502415458937199,755.9000000000001,True
2585,NJ,96,no,no,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0.045009416195856876,0.17,0.2704081632653061,0.08498855835240275,590.7,False
458,DC,11,no,yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6.0,3,1.62,3,0.044980587909040484,0.16998950682056663,0.27,0.08500681508405271,597.0,False
464,ND,105,no,yes,23,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,0.045007342143906025,0.17002583979328165,0.27058823529411763,0.08501362397820163,694.5999999999999,False
2474,TX,80,no,yes,22,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,0.04500567536889898,0.170010183299389,0.2698924731182795,0.08502994011976046,532.2,False
932,OK,74,no,no,0,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0.04497041420118343,0.17000998003992016,0.27,0.08499353169469599,671.7,False
2015,NE,64,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,0.04497245179063361,0.16998854524627724,0.2702898550724638,0.0850101282916948,569.0,False
1845,NC,80,yes,no,0,189.1,122,32.15,223.2,92,18.97,269.0,116,12.11,13.9,3,3.75,2,0.045018587360594796,0.17001586462189316,0.2697841726618705,0.0849910394265233,695.2,True
1565,CT,123,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0.045010080645161286,0.17000777000777,0.27037037037037037,0.08503401360544217,455.5,False
383,IN,117,yes,yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1,0.044991134751773056,0.17,0.27027027027027023,0.08500154942671212,748.0,False
3107,GA,73,no,no,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,0.04499862976157852,0.16998730964467004,0.2703296703296703,0.08502269288956127,729.9000000000001,False
1386,SD,20,no,yes,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,0.044987922705314015,0.17002915451895043,0.27042253521126763,0.08497713912475506,497.30000000000007,False
2016,RI,80,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,0.04498308906426156,0.1700098814229249,0.26956521739130435,0.08501152959262107,649.2,False
935,MD,86,no,no,0,226.3,88,38.47,223.0,107,18.96,255.6,92,11.5,13.0,3,3.51,4,0.04499217527386542,0.16999558108705257,0.26999999999999996,0.08502242152466367,717.9,False
1003,OK,52,no,yes,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,0.045,0.16999409332545776,0.26951219512195124,0.0849933598937583,575.4,False
2299,MN,100,no,yes,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,0.044992215879605606,0.17000451059990979,0.27,0.08500635324015249,658.5,False
1111,MO,55,no,no,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0.04498186215235792,0.17,0.27017543859649124,0.0849789029535865,572.7,False
3098,GA,93,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,0.04501510574018127,0.17002785515320334,0.27,0.08499218342886919,548.9,False
666,OR,120,no,no,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,0.04499341238471673,0.17,0.26979166666666665,0.08501997336884155,563.6,False
59,OK,125,no,no,0,229.3,103,38.98,177.4,126,15.08,189.3,95,8.52,12.0,8,3.24,1,0.04500792393026941,0.16999563890100303,0.27,0.08500563697857948,608.0,False
1365,UT,162,no,no,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,0.04498614958448753,0.1700271002710027,0.26982758620689656,0.08499999999999999,600.6,False
3020,ND,127,no,yes,23,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,0.044996813256851495,0.17,0.2704081632653061,0.08500694123091163,564.8,False
2765,MS,120,no,no,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,0.045002486325211345,0.17000759301442675,0.27009345794392525,0.08497854077253218,506.5999999999999,False
3331,CT,184,yes,no,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,0.044971264367816094,0.17001870907390085,0.27,0.08502506265664161,517.6,False
1747,KS,120,no,no,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0.044996772111039376,0.16999999999999998,0.27,0.0850253807106599,519.9,False
2621,MO,84,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,0.044984802431610946,0.17002409638554217,0.27066666666666667,0.08502487562189055,580.5,False
2544,MT,160,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,0.045005875440658046,0.17005128205128203,0.2696969696969697,0.08500559492726593,634.1,False
1662,AL,197,yes,no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,0.04502587694077056,0.16999214454045564,0.27007299270072993,0.08502024291497974,537.2,True
2401,NY,126,yes,no,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,0.04501362397820163,0.17000417188151856,0.27017543859649124,0.08498402555910543,716.3,True
661,SD,65,no,yes,31,282.3,70,47.99,152.0,89,12.92,225.5,93,10.15,12.0,4,3.24,1,0.04501108647450111,0.1699964576691463,0.27,0.085,671.8,False
3023,MT,103,no,yes,35,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,0.044965675057208235,0.17004524886877828,0.2697841726618705,0.08502160345655305,420.1,True
850,WA,166,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0.044981714750101584,0.16999635435654392,0.2697247706422018,0.08506616257088848,584.1999999999999,False
545,RI,95,no,yes,27,129.5,106,22.02,248.9,90,21.16,268.0,115,12.06,11.9,3,3.21,1,0.045000000000000005,0.17003861003861004,0.26974789915966385,0.08501406187223784,658.3,False
2685,OR,64,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,0.045,0.17002341920374706,0.2702127659574468,0.08499399759903963,516.2,False
2003,OR,33,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,0.045023696682464455,0.16998950682056663,0.26999999999999996,0.0849721706864564,555.2,False
3291,MI,119,yes,yes,22,172.1,119,29.26,223.6,133,19.01,150.0,94,6.75,13.9,20,3.75,1,0.045,0.17001743172574085,0.2697841726618705,0.08501788908765653,559.6,True
2131,OH,52,no,yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,0.04498816101026046,0.1700211118930331,0.27,0.08502590673575129,599.5,False
1086,NJ,113,no,no,0,132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,3,0.04500406173842405,0.17002271006813022,0.26956521739130435,0.08501010101010101,632.6999999999999,False
1062,RI,190,no,yes,26,116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1,0.045002855511136496,0.17000856898029135,0.26969696969696966,0.08498971898560657,447.6,False
1976,NV,177,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,0.044986072423398325,0.16998262380538665,0.2701923076923077,0.08500764915859256,652.1,False
2686,NV,92,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,0.04501231527093596,0.17,0.27,0.08501273190251002,599.3,False
1832,WY,68,no,no,0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,0.045014450867052025,0.17001023541453428,0.27019867549668874,0.08500707213578501,561.0,False
1672,VT,95,no,no,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0.045028901734104045,0.17000983284169124,0.27007299270072993,0.08499406880189798,558.6999999999999,False
2531,RI,180,no,no,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,0.04500542888165038,0.16999302163293786,0.2702970297029703,0.08498614958448754,518.1,False
2669,WV,145,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,0.04499267220322424,0.17001545595054096,0.2727272727272727,0.08500539374325781,520.6,False
3274,IN,65,no,no,0,207.7,109,35.31,217.5,117,18.49,125.6,111,5.65,8.0,5,2.16,1,0.04498407643312102,0.17000481463649497,0.27,0.08501149425287356,558.8,False
1733,WA,130,no,no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0.045010438413361165,0.16999195494770716,0.2714285714285714,0.08500184706316957,638.0,False
2075,ID,73,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,0.04500251130085385,0.16997981836528758,0.27045454545454545,0.08497483824586628,545.1999999999999,False
2371,IL,100,no,no,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,0.04501655020228026,0.16998436685773838,0.2697802197802198,0.08501742160278744,682.9,False
2346,LA,114,no,no,0,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,0.04499746063991874,0.1699763593380615,0.26956521739130435,0.08498999332888592,520.6,False
1782,PA,88,no,no,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,0.04500354358610914,0.16998166819431718,0.27,0.08499704666272888,536.5999999999999,False
1121,MI,91,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,0.045018757815756566,0.17001295336787564,0.2700854700854701,0.08502673796791443,574.3,True
238,WY,215,no,no,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0.04501323918799647,0.16997607655502395,0.27009345794392525,0.08502894954507857,441.79999999999995,False
3175,MD,51,no,yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,0.04500406173842405,0.17000361402240693,0.26987951807228916,0.0849779086892489,734.8999999999999,False
1234,IA,86,no,no,0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,0.04501940491591203,0.16999208234362628,0.2704081632653061,0.08501184834123222,459.5,False
2179,NM,54,no,yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0.04501510574018127,0.16998916576381365,0.26982758620689656,0.08498187467633352,396.29999999999995,False
2282,CO,140,no,no,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,0.045018300122000816,0.17000668002672012,0.2698412698412698,0.08498823529411764,620.7,False
163,MI,62,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0.045012679628064246,0.16996966632962587,0.269672131147541,0.08500738552437223,483.1,False
1280,NC,58,no,no,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0,0.04499808355691837,0.16996434937611407,0.2697841726618705,0.08501908396946566,596.5999999999999,True
253,MI,86,no,yes,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0.044997889404812155,0.17,0.27052631578947367,0.085,595.4,False
1230,WI,91,no,no,0,217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1,0.04498061180525635,0.1699862322166131,0.269811320754717,0.08500651890482398,690.7,False
1922,GA,71,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,0.0450109649122807,0.17000773993808052,0.2701030927835052,0.08501577287066246,577.3,False
936,NE,91,no,yes,37,162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,0,0.04498918529199712,0.16999383857054837,0.26956521739130435,0.08499358700299273,682.8,False
1410,NH,133,no,no,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,0.04500768049155147,0.17001850709438618,0.269672131147541,0.08500707213578501,646.8,False
2657,CT,116,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,0.04499054820415879,0.1699877999186661,0.2696629213483146,0.08500624739691795,653.6,False
3127,MT,100,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,0.04499121265377856,0.16999117387466903,0.2700854700854701,0.08499242041435068,607.4,True
2543,WA,120,no,yes,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0.04497657470067674,0.17001853568118627,0.26956521739130435,0.0849929873772791,700.0,False
2874,WY,134,no,no,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,0.045016207455429495,0.17,0.26991869918699185,0.08498233215547703,781.4999999999999,True
2392,WY,90,no,no,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1,0.04501257334450964,0.17001594896331737,0.27,0.08498699368264585,644.1,False
1677,KS,123,no,no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0.04500594530321047,0.17001839362354385,0.27,0.08500400962309543,589.6999999999999,False
2663,VA,172,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,0.0449873417721519,0.17002355712603062,0.27007874015748035,0.08498088476242491,760.6,False
2902,AK,61,no,yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,0.04499229583975346,0.1700079239302694,0.27,0.08498402555910543,709.8,False
681,WV,107,no,no,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,0.04498242873877391,0.17002437043054427,0.2698924731182795,0.08497474747474748,546.9000000000001,False
41,MD,135,yes,yes,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,0.045008183306055646,0.17001733102253033,0.26986301369863014,0.08499264345267286,513.8000000000001,True
1131,AL,100,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,0.044994731296101154,0.1699918896999189,0.26999999999999996,0.085007072135785,590.8,False
1436,MI,83,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,0.04498502994011976,0.1700088339222615,0.27037037037037037,0.0850021303792075,605.5,False
1667,UT,78,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0.04498456790123457,0.17001553599171412,0.26960784313725494,0.08500871586287043,505.0,False
244,VA,108,no,no,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,0.04499859115243731,0.17002518891687657,0.2702127659574468,0.08498879761015683,830.5999999999999,True
1562,CA,37,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,0.04501204819277108,0.17001569858712717,0.2697674418604651,0.08498452012383902,540.7,False
3128,AL,16,no,no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,0.0450268817204301,0.16998147004323655,0.26960784313725494,0.08500651890482398,551.0,False
2682,DC,55,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,0.0450207468879668,0.1700282752120641,0.2697674418604651,0.08502024291497975,338.9,False
262,NM,117,no,no,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0.04497840172786177,0.16999302163293786,0.27043478260869563,0.08499763369616659,551.3,False
2545,PA,141,no,no,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0,0.045016750418760465,0.17003412969283277,0.26951219512195124,0.08499117127722189,563.4,False
839,DC,88,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,0.04498141263940521,0.17002277904328017,0.27018633540372666,0.085006753714543,646.0,False
2576,ME,57,no,yes,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,0.045004420866489835,0.17001034126163392,0.2702702702702703,0.08501727115716753,662.3000000000001,False
1501,AZ,72,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,0.04501347708894878,0.17000734214390603,0.27007874015748035,0.08498609823911028,578.5,False
1752,NY,181,yes,no,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,0.045,0.16999380037197767,0.2702127659574468,0.08496784565916399,561.8000000000001,True
1554,ID,169,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,0.044997736532367584,0.17000424268137465,0.2699248120300752,0.08502556610664719,606.8000000000001,False
341,MN,101,no,no,0,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,0.04501818181818182,0.1699836867862969,0.27037037037037037,0.08499413833528723,725.6,False
1300,IA,46,no,no,0,199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,3,0.045014245014245016,0.16997991967871487,0.26960784313725494,0.08498001142204455,595.0999999999999,False
753,TX,90,no,no,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,0.04502191609267377,0.1699817518248175,0.27,0.08502906976744186,417.9,False
2430,MD,120,no,yes,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,0.04501752628943415,0.17002341920374708,0.26987179487179486,0.08498183286233348,591.0999999999999,False
482,MD,74,no,no,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,0.044988344988344996,0.17000642260757867,0.27037037037037037,0.0849740932642487,594.9,False
3270,NH,60,no,no,0,180.3,67,30.65,208.0,68,17.68,181.2,101,8.15,12.8,6,3.46,2,0.04497792494481237,0.16999445368829727,0.27031249999999996,0.08499999999999999,582.3,False
1665,FL,106,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0.04498269896193772,0.17001013171225937,0.26991869918699185,0.08500810372771475,448.70000000000005,False
2740,HI,171,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,0.045001944768572534,0.17002107481559536,0.2699029126213592,0.0849740932642487,630.9000000000001,False
788,AL,90,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,0.04502617801047121,0.1699860400186133,0.2703389830508474,0.08497453310696094,478.20000000000005,False
3178,LA,91,no,no,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,0.044988523335883705,0.1700262467191601,0.2702898550724638,0.08501216545012165,540.5,False
2187,WA,167,no,no,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,0.04498845265588915,0.1699763593380615,0.2701612903225806,0.08499711482977496,571.4,True
2679,WY,145,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,0.04501594896331738,0.1699912891986063,0.2696969696969697,0.08501086169442433,621.8,False
3185,WV,73,no,no,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,0.045019404915912026,0.16999583853516437,0.26974789915966385,0.0849846153846154,646.6,False
2490,AR,109,no,no,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,0.0450051849291393,0.17001140250855187,0.2704081632653061,0.08500199441563622,725.2,False
1125,MT,111,no,no,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2,0.045010893246187365,0.16999297259311313,0.27031249999999996,0.08501628664495114,507.40000000000003,False
2269,AK,138,no,yes,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,0.045018450184501846,0.17005277044854883,0.26951219512195124,0.08502304147465438,420.19999999999993,False
2359,MD,71,no,yes,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,0.045018757815756566,0.17001733102253033,0.2702290076335878,0.08500459981600736,585.8000000000001,False
1242,ND,136,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,0.04498607242339833,0.1700155763239875,0.2703296703296703,0.08500651890482398,639.6,False
2676,UT,138,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,0.044976076555023926,0.16998542982030113,0.2702479338842975,0.08498638661999222,684.1,False
630,TX,140,no,no,0,194.8,107,33.12,170.9,99,14.53,225.1,93,10.13,13.9,4,3.75,0,0.04500222123500667,0.17002053388090346,0.2697841726618705,0.085020479812756,604.6999999999999,False
349,FL,100,no,no,0,107.0,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,0.045002056766762645,0.17,0.27031249999999996,0.08495742667928098,468.6,True
2278,TN,68,no,no,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,0.045013687915526006,0.17000559597090095,0.2702380952380952,0.08501783590963138,695.0999999999999,False
1502,SC,64,no,yes,40,210.0,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,0.04502369668246445,0.17,0.2694915254237288,0.08500214868929953,617.4,False
985,NY,64,yes,no,0,346.8,55,58.96,249.5,79,21.21,275.4,102,12.39,13.3,9,3.59,1,0.044989106753812645,0.17001153402537486,0.2699248120300752,0.08501002004008017,885.0,True
